192	LOTE_1CC62852	VCD2519077	2025-05-27	25.058.899/0010-15	NOVO CENTRO DE DIST	SANTANA DE PARNAIBA	SP	SANTANA DE PARNAIBA	SP	3547304	8658	1.5	765	SP	SP	ENVIAR LAUDO JUNTO COM NF	VANDERLEI	2025-06-18	2025-06-18	\N	BRUNO SOARES	\N	\N	\N	\N	\N	\N	\N	\N	136119	FATURADO	f	2025-06-16 20:14:41.832487	114	\N
213	LOTE_BB3D447F	np02108	2025-06-12	31342769000464	PANIFICACAO JAFA LTDA	RJ	RJ	Rio de Janeiro	RJ	3304557	9861.42	1.0446428571428572	783	RJ	0	\N	Aguardando Roteirização	2025-06-18	\N	\N	TRANSMENEZES TRANSPORTES RODOVIARIO DE CARGAS E MUDANCAS LTDA	\N	\N	\N	\N	\N	\N	\N	\N	3530	FATURADO	f	2025-06-18 14:04:54.486849	126	\N
726	LOTE_DD104060	VFB2500233	2025-06-30	15.787.198/0002-53	BIDOLUX	0	SC	0	SC	\N	4512	4.530075187969924	5147	FOB	0	PEDIDO DE MP VFB2500231	Aguardando Roteirização	2025-07-07	\N	\N	FOB - COLETA	\N	\N	\N	\N	\N	\N	\N	\N	91584	FATURADO	f	2025-07-07 13:53:52.15471	443	\N
266	LOTE_467DBC39	VCD2519882	2025-06-18	06.057.223/0410-13	REDE ASSAI LJ 97	CAMPO GRANDE	MS	CAMPO GRANDE	MS	5002704	11048.8	1.203214285714286	728.03	MS-MT	CAP	0	Aguardando Roteirização	2025-06-24	\N	\N	ALEMAR TRANSPORTES E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136368	FATURADO	f	2025-06-23 15:09:55.115805	153	\N
224	LOTE_5923A6BA	VCD2519733	2025-06-13	21.911.795/0001-60	DIFRIOS	LONDRINA	PR	LONDRINA	PR	4113700	3454.76	0.38873840445269014	281.81	SUL	CAP	0	Aguardando Roteirização	2025-06-24	\N	\N	DAGO TRANSPORTE E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136374	FATURADO	f	2025-06-18 15:19:59.664753	154	\N
264	LOTE_0E7F57AC	VCD2519884	2025-06-18	02.914.460/0274-31	REDE SEARA/ JBS	JUNDIAI	SP	JUNDIAI	SP	3525904	23336.4	1.1111111111111112	832	SP	B	Enviar laudo junto com NF	Aguardando Roteirização	2025-06-25	\N	\N	SERGIO XAVIER AMARAL	\N	\N	\N	\N	\N	\N	\N	\N	136434	FATURADO	f	2025-06-23 15:09:55.060192	234	\N
1	LOTE_69BD0785	VCD2519553	2025-06-10	10.614.936/0001-66	ROCHA SUP UBARANA	UBARANA	SP	UBARANA	SP	3555356	2043.2400000000002	0.2	192	SP	D	0	Aguardando Roteirização	2025-06-13	\N	\N	G NOVAIS DE OLIVEIRA	\N	\N	\N	\N	\N	\N	\N	\N	136081	FATURADO	f	2025-06-11 00:35:01.819874	51	\N
4	LOTE_B5CEB5E0	VCD2519396	2025-06-05	93.209.765/0598-63	ATACADAO 948	SANTA BARBARA DOESTE	SP	SANTA BARBARA DOESTE	SP	3545803	14779.640000000001	1.4211850649350648	997.56	SP	B	0	Aguardando Roteirização	2025-06-14	2025-06-16	2506090028661.0	LUIZ GUSTAVO OLIVEIRA DA SILVA LINHARES	\N	\N	\N	\N	\N	\N	\N	\N	136017	FATURADO	f	2025-06-11 00:35:01.918183	30	\N
263	LOTE_F54B4EA7	VCD2519732	2025-06-13	16.881.767/0009-64	REDE MERCADAO LJ 08	ITANHAEM	SP	ITANHAEM	SP	3522109	2567.88	0.25035714285714283	205.16199999999998	SP	LITORAL - A	ENTREGA IMEDIATA. DATA LIMITE: 21/06/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H.	Aguardando Roteirização	2025-06-24	\N	\N	HUDSON CORREA SIMOES	\N	\N	\N	\N	\N	\N	\N	\N	136334	FATURADO	f	2025-06-23 15:09:55.046404	251	\N
259	LOTE_70768873	VCD2519709	2025-06-13	06.057.223/0233-84	REDE ASSAI LJ 89	SAO PAULO	SP	São Paulo	SP	3550308	2804.66	0.2808163265306122	185.8	SP	SP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-23	2025-06-24	1948184.0	ELIO MARQUES DE SOUZA	\N	\N	\N	\N	\N	\N	\N	\N	136308	FATURADO	f	2025-06-23 15:09:54.940513	168	\N
260	LOTE_2CF48EBD	VCD2519723	2025-06-13	06.057.223/0382-25	REDE ASSAI LJ 144	SAO PAULO	SP	São Paulo	SP	3550308	565.11	0.06	30.599999999999998	SP	SP	AGENDAR ENTREGA	FIORINO 25 - 2 ENTREGAS	2025-06-23	2025-06-24	1948140.0	JULIO APARECIDO VIEIRA DE AMORIN	\N	\N	\N	\N	\N	\N	\N	\N	136314	FATURADO	f	2025-06-23 15:09:54.95472	165	\N
257	LOTE_D2FFA3DA	VCD2519690	2025-06-13	06.057.223/0481-07	REDE ASSAI LJ 244	PIRACICABA	SP	PIRACICABA	SP	3538709	2691.76	0.1951020408163265	126.4	SP	B	0	HR 1 - 2 ENTREGAS	2025-06-24	2025-06-25	1948204.0	JOAO VINICIUS SANTOS DE OLIVEIRA	\N	\N	\N	\N	\N	\N	\N	\N	\N	COTADO	f	2025-06-23 15:09:54.909799	402	\N
262	LOTE_45451347	VCD2519712	2025-06-13	06.057.223/0345-80	REDE ASSAI LJ 96	CARAPICUIBA	SP	CARAPICUIBA	SP	3510609	3176.05	0.3297959183673469	219	SP	SP	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-25	2025-06-26	1948124.0	ELIO MARQUES DE SOUZA	\N	\N	\N	\N	\N	\N	\N	\N	136466	FATURADO	f	2025-06-23 15:09:55.029846	209	\N
29	LOTE_1623131D	VCD2519554	2025-06-10	16.936.011/0001-18	RIOS ATACAREJO	ITACARE	BA	ITACARE	BA	2914901	3637.9300000000007	0.428814935064935	307.70000000000005	BA	INT	0	Aguardando Roteirização	2025-06-13	\N	\N	TRANSPORTES E MUDANCAS REIS ARAGAO LTDA	\N	\N	\N	\N	\N	\N	\N	\N	135994	FATURADO	f	2025-06-11 00:35:02.748887	5	\N
258	LOTE_E52CDBAE	VCD2519779	2025-06-16	06.057.223/0413-66	REDE ASSAI LJ 173	HORTOLANDIA	SP	HORTOLANDIA	SP	3519071	2166.75	0.13392857142857142	83.55000000000001	SP	B	0	HR 2 - 2 ENTREGAS	2025-06-24	2025-06-25	1948182.0	ELOI JOAQUIM DA SILVA JUNIOR	\N	\N	\N	\N	\N	\N	\N	\N	136358	FATURADO	f	2025-06-23 15:09:54.926666	230	\N
265	LOTE_6EC1B9F3	VCD2519658	2025-06-13	06.057.223/0231-12	REDE ASSAI LJ 14	RIBEIRAO PRETO	SP	RIBEIRAO PRETO	SP	3543402	5139.17	0.46204081632653066	287.2	SP	D	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-24	2025-07-02	1948117.0	G NOVAIS DE OLIVEIRA	\N	\N	\N	\N	\N	\N	\N	\N	136418	FATURADO	f	2025-06-23 15:09:55.075452	191	\N
6	LOTE_AB9D68C9	VCD2519356	2025-06-04	09.317.318/0001-75	FORTALI	FORTALEZA	CE	FORTALEZA	CE	2304400	51328.05	5.114285714285714	3471	NE2	CAP	ENTREGA IMEDIATA - AGENDAR - agendamento@fortali.com.br	HENRIQUE	2025-06-13	\N	\N	DANIEL FERREIRA TRANSPORTES	\N	\N	\N	\N	\N	\N	\N	\N	136041	FATURADO	f	2025-06-11 00:35:02.027226	8	\N
11	LOTE_638608FB	VCD2519517	2025-06-09	23.646.626/0001-75	PLASTMAR COMERCIAL L	MARATAIZES	ES	MARATAIZES	ES	3203320	3163.35	0.42857142857142855	297	ES	INT	ENTREGA URGENTE	Aguardando Roteirização	2025-06-13	\N	\N	EXPRESSO VILA PAULISTA TRANS. LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136039	FATURADO	f	2025-06-11 00:35:02.13033	6	\N
12	LOTE_8B74EDAB	VCD2519360	2025-06-04	15.243.937/0001-65	NANTES	RIO DE JANEIRO	RJ	Rio de Janeiro	RJ	3304557	2248.3	0.2897321428571428	209.28	RJ	CAP	ENTREGA IMEDIATA	Aguardando Roteirização	2025-06-13	\N	\N	TRANSMENEZES TRANSPORTES RODOVIARIO DE CARGAS E MUDANCAS LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136012	FATURADO	f	2025-06-11 00:35:02.21668	34	\N
13	LOTE_1F2609D6	VCD2519470	2025-06-05	93.209.765/0603-65	ATACADAO 733	FERRAZ DE VASCONCELOS	SP	FERRAZ DE VASCONCELOS	SP	3515707	23610.659999999996	2.544358766233766	1897.915	SP	C	0	Aguardando Roteirização	2025-06-14	2025-06-16	2506060092043.0	AYANA JHONYELLE GOMES FERREIRA	\N	\N	\N	\N	\N	\N	\N	\N	136056	FATURADO	f	2025-06-11 00:35:02.230508	33	\N
2	LOTE_A155CBB7	VCD2519130	2025-05-28	55.323.216/0003-41	ALIMENTOS WILSON LTDA	EHC TRANSP E LOG EIRELI EPP	SP	Guarulhos	SP	3518800	20178.32	1.9444444444444444	1446.2	RED	0	PEPINO PICADO 3X\nENVIAR LAUDO JUNTO COM NF	Aguardando Roteirização	2025-06-13	2025-06-13	\N	YASMIN RIBEIRO DA SILVA PAIM	\N	\N	\N	\N	\N	\N	\N	\N	135977	FATURADO	f	2025-06-11 00:35:01.833794	16	\N
10	LOTE_FC8EDF49	VCD2519530	2025-06-09	81.611.931/0044-68	REDE DFS	REIS TRANSP E MUDANCAS LTDA	BA	REIS TRANSP E MUDANCAS LTDA	BA	\N	29418.020000000004	4.0781292517006795	2862.4249999999997	FOB	0	CLIENTE COLETA - QUANDO FATURAR A NF FAZER CONTATO COM A REIS TRANSPORTES PARA FAZER A COLETA. TELEFONE CONTATO (11)2483-4374. A TRANSPORTADORA REIS VAI LEVAR OS PALETTS PARA A COLETA.	Aguardando Roteirização	2025-06-13	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	135995	FATURADO	f	2025-06-11 00:35:02.121838	\N	\N
14	LOTE_ADD8CA84	VCD2519455	2025-06-05	93.209.765/0626-51	ATACADAO 626	RIBEIRAO PRETO	SP	RIBEIRAO PRETO	SP	3543402	31056.479999999996	3.1157873376623373	2292.235	SP	D	AGENDAR ENTREGA	Aguardando Roteirização	2025-06-14	2025-06-17	2506060048893.0	ADIELSON	\N	\N	\N	\N	\N	\N	\N	\N	136049	FATURADO	f	2025-06-11 00:35:02.317451	11	\N
18	LOTE_407398BB	VCD2519565	2025-06-10	29.884.092/0002-82	REDE DILETTARE	FOZ DO IGUACU	PR	FOZ DO IGUACU	PR	4108304	16210.84	1.4222222222222223	984.52	SUL	INT	0	Aguardando Roteirização	2025-06-13	\N	\N	DAGO TRANSPORTE E LOGISTICA LTDA	\N	\N	\N	\N	\N	\N	\N	\N	136052	FATURADO	f	2025-06-11 00:35:02.441795	10	\N
19	LOTE_9DA82F79	VCD2519357	2025-06-04	09.317.318/0001-75	FORTALI	FORTALEZA	CE	FORTALEZA	CE	2304400	46532	5.555555555555555	3822.9999999999995	NE2	CAP	ENTREGA IMEDIATA - AGENDAR - agendamento@fortali.com.br	HENRIQUE	2025-06-13	\N	\N	DANIEL FERREIRA TRANSPORTES	\N	\N	\N	\N	\N	\N	\N	\N	136040	FATURADO	f	2025-06-11 00:35:02.448869	8	\N
578	LOTE_ECE55C2B	VCD2520117	2025-06-30	06.888.360/0001-58	EUROLEPAN	SAO PAULO	SP	São Paulo	SP	3550308	6024	0.7142857142857142	495	SP	SP	0	Aguardando Roteirização	2025-07-01	\N	\N	BRUNO MARTINS DA SILVA	\N	\N	\N	\N	\N	\N	\N	\N	136796	FATURADO	f	2025-06-30 18:07:00.299976	333	\N
