9583	VCD2520730	43109068	908241	2025-07-23	2025-07-24	Pedido de venda	75.315.333/0183-18	ATACADAO S.A.	ATACADAO 183	Jacareí	SP	6 JOAO YASUAKI YAMAMOTO	VENDA EXTERNA ATACADÃO	[43109068] AZEITONA VERDE INTEIRA - VD 12X500 GR - CAMPO BELO (cópia)	CAIXAS	VD 300 A 500 G	AZEITONA VERDE	CONSERVAS	2100.000	1540.000	0.000	88.70	60 DDL	Transferência Bancária	CIF		\N	sim	ENTREGA IMEDIATA	75.315.333/0183-18	ATACADAO 183	12335010	Jacareí	SP	PARQUE MEIA LUA	ROD PRESIDENTE DUTRA	S/N	+55 11 2967-8235	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842077	2025-07-24 23:55:30.842079	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9584	VCD2520730	4860146	908241	2025-07-23	2025-07-24	Pedido de venda	75.315.333/0183-18	ATACADAO S.A.	ATACADAO 183	Jacareí	SP	6 JOAO YASUAKI YAMAMOTO	VENDA EXTERNA ATACADÃO	[4860146] MOLHO INGLES - PET 12X150 ML - CAMPO BELO	CAIXAS	PET 150 ML	LIQUIDOS	MOLHOS	280.000	280.000	0.000	17.30	60 DDL	Transferência Bancária	CIF		\N	sim	ENTREGA IMEDIATA	75.315.333/0183-18	ATACADAO 183	12335010	Jacareí	SP	PARQUE MEIA LUA	ROD PRESIDENTE DUTRA	S/N	+55 11 2967-8235	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842212	2025-07-24 23:55:30.842213	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9585	VCD2520730	4739099	908241	2025-07-23	2025-07-24	Pedido de venda	75.315.333/0183-18	ATACADAO S.A.	ATACADAO 183	Jacareí	SP	6 JOAO YASUAKI YAMAMOTO	VENDA EXTERNA ATACADÃO	[4739099] OL. MIS. AZEITE DE OLIVA - GL 4X5,02 L - ST ISABEL	CAIXAS	GALAO 5,02 L	OLEO MISTO	OLEOS	288.000	3.000	0.000	308.49	60 DDL	Transferência Bancária	CIF		\N	sim	ENTREGA IMEDIATA	75.315.333/0183-18	ATACADAO 183	12335010	Jacareí	SP	PARQUE MEIA LUA	ROD PRESIDENTE DUTRA	S/N	+55 11 2967-8235	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842301	2025-07-24 23:55:30.842302	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9586	VCD2520730	4729098	908241	2025-07-23	2025-07-24	Pedido de venda	75.315.333/0183-18	ATACADAO S.A.	ATACADAO 183	Jacareí	SP	6 JOAO YASUAKI YAMAMOTO	VENDA EXTERNA ATACADÃO	[4729098] OL. MIS. AZEITE DE OLIVA - VD 12X500 ML - ST ISABEL	CAIXAS	VD 500 ML	OLEO MISTO	OLEOS	3000.000	1600.000	0.000	124.15	60 DDL	Transferência Bancária	CIF		\N	sim	ENTREGA IMEDIATA	75.315.333/0183-18	ATACADAO 183	12335010	Jacareí	SP	PARQUE MEIA LUA	ROD PRESIDENTE DUTRA	S/N	+55 11 2967-8235	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842384	2025-07-24 23:55:30.842384	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9587	VCD2520750	4759199	não	2025-07-23	2025-07-24	Pedido de venda	11.026.831/0001-59	C. D. P. DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA	C. D. P.	Imperatriz	MA	102 C.A. FERREIRA MORENO ME  (3CM SOLUTIONS)	VENDA EXTERNA MILER	[4759199] OLEO DE SOJA MISTO - GL 4X5,02 L - DOM GAMEIRO	CAIXAS	GALAO 5,02 L	OLEO DE SOJA	OLEOS	1.000	1.000	0.000	221.89	LIVRE DE DEBITO	Livre de Débito	RED	(05.151.100/0002-13) MARSUL TRANSP LTDA	\N	nao	ENVIAR JUNTO COM PDD VCD2520479	05.151.100/0002-13	MARSUL TRANSP LTDA	07.223-140	Guarulhos	SP	Cidade Industrial Satélite de São Paulo	Rua Simão Pereira	446	não	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842475	2025-07-24 23:55:30.842476	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9588	VCD2520749	4100161	não	2025-07-23	2025-07-24	Pedido de venda	11.026.831/0001-59	C. D. P. DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA	C. D. P.	Imperatriz	MA	102 C.A. FERREIRA MORENO ME  (3CM SOLUTIONS)	VENDA EXTERNA MILER	[4100161] TOMATE SECO - BD 6X1,4 KG - CAMPO BELO	CAIXAS	BD 1,01 KG	TOMATE SECO	CONSERVAS	5.000	5.000	0.000	297.18	28/35 DDL	Boleto Grafeno	RED	(05.151.100/0002-13) MARSUL TRANSP LTDA	2025-07-28	nao	ENVIAR JUNTO COM A BONIFICAÇÃO 	05.151.100/0002-13	MARSUL TRANSP LTDA	07.223-140	Guarulhos	SP	Cidade Industrial Satélite de São Paulo	Rua Simão Pereira	446	não	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842619	2025-07-24 23:55:30.84262	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9589	VCD2520749	4759199	não	2025-07-23	2025-07-24	Pedido de venda	11.026.831/0001-59	C. D. P. DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA	C. D. P.	Imperatriz	MA	102 C.A. FERREIRA MORENO ME  (3CM SOLUTIONS)	VENDA EXTERNA MILER	[4759199] OLEO DE SOJA MISTO - GL 4X5,02 L - DOM GAMEIRO	CAIXAS	GALAO 5,02 L	OLEO DE SOJA	OLEOS	3.000	3.000	0.000	221.89	28/35 DDL	Boleto Grafeno	RED	(05.151.100/0002-13) MARSUL TRANSP LTDA	2025-07-28	nao	ENVIAR JUNTO COM A BONIFICAÇÃO 	05.151.100/0002-13	MARSUL TRANSP LTDA	07.223-140	Guarulhos	SP	Cidade Industrial Satélite de São Paulo	Rua Simão Pereira	446	não	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842746	2025-07-24 23:55:30.842747	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9590	VCD2520776	4310164	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4310164] AZEITONA VERDE  INTEIRA MIUDA - BD 6X2 KG - CAMPO BELO	CAIXAS	BD 2 KG	AZEITONA VERDE	CONSERVAS	2.000	2.000	0.000	212.94	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842866	2025-07-24 23:55:30.842867	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9591	VCD2520776	4510161	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4510161] COGUMELO FATIADO - BD 6X1,01 KG - CAMPO BELO	CAIXAS	BD 1,01 KG	COGUMELO	CONSERVAS	1.000	1.000	0.000	171.00	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.842948	2025-07-24 23:55:30.842949	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
9592	VCD2520776	4310156	848005	2025-07-24	2025-07-24	Cotação	16.881.767/0015-02	MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA.	REDE MERCADAO LJ 14	Bertioga	SP	13 SOARES E SOARES REP COML LTDA	VENDA EXTERNA JUNIOR	[4310156] AZEITONA VERDE INTEIRA - POUCH 6X1,01 KG - CAMPO BELO	CAIXAS	POUCH 1,01 KG	AZEITONA VERDE	CONSERVAS	2.000	2.000	0.000	129.24	60 DDL	Transferência Bancária	CIF		\N	nao	ENTREGA IMEDIATA. DATA LIMITE: 07/08/25. NÃO PRECISA AGENDAR. RECEBIMENTO DE 2ªF A 6ªF DAS 8H AS 16H. PAGAMENTO DE DESCARGA R$ 20,00 POR PALETE. PAGAMENTO USO DE STRECH R$ 20,00. PAGAMENTO EM ESPÉCIE DIRETO NO PDV DA LOJA.	16.881.767/0015-02	REDE MERCADAO LJ 14	11250731	Bertioga	SP	ALBATROZ	AV MARGINAL A	10142	1137911130	\N	\N	\N			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2025-07-24 23:55:30.843026	2025-07-24 23:55:30.843026	Sistema Odoo REALMENTE Otimizado	Sistema Odoo REALMENTE Otimizado	t	\N	\N	f	\N	\N
